total_bill,tip,sex,smoker,day,time,size
28.708066329623797,4.8588546548133795,Male,No,Sun,Dinner,2
14.457381348546027,1.1766573765584336,Male,No,Sun,Dinner,4
36.16387755156362,1.936948092325443,Male,Yes,Sun,Dinner,6
10.056570220059712,1.5437400401939256,Male,No,Sun,Dinner,2
32.457313322563145,2.7545773358502643,Male,No,Sun,Dinner,8
26.19200380580497,1.5120626649254845,Male,No,Sat,Dinner,4
33.64356336980095,1.4740723707760566,Female,No,Thur,Lunch,4
15.479839091048845,1.1195720830925762,Female,No,Thur,Lunch,4
26.047231943363382,3.727998180443961,Female,No,Thur,Lunch,4
17.900502226826593,2.374303467164239,Male,No,Sat,Dinner,2
43.05917308136044,2.545688830002967,Female,No,Sun,Dinner,4
23.294330202837795,1.5517950738030613,Male,Yes,Sun,Dinner,5
13.281681108094327,2.4589401500661694,Female,No,Thur,Lunch,1
22.484637979237146,4.208285861287251,Female,No,Sun,Dinner,4
16.910274251401358,1.6678567150213814,Male,No,Sat,Dinner,2
9.966628131962086,3.4804633722890785,Male,Yes,Sun,Dinner,4
33.584410853068704,4.816692080923473,Female,No,Sun,Dinner,8
16.003531419941453,3.6446670313082157,Male,Yes,Sat,Dinner,4
14.41743401866725,0.8212874931177536,Male,Yes,Fri,Dinner,2
15.043781543814982,3.6101048687770185,Male,No,Thur,Lunch,2
12.964823766174623,1.2125791156525014,Male,Yes,Fri,Lunch,2
6.117999329289103,5.651336061740902,Male,Yes,Sun,Dinner,4
13.002181624980729,2.2713429354478345,Male,Yes,Sat,Dinner,4
14.213683877754992,2.608009643431654,Male,Yes,Thur,Lunch,2
18.327727761108413,3.927080423715019,Female,No,Sun,Dinner,2
19.430979983479098,1.6590383375180602,Male,Yes,Thur,Lunch,4
11.630524393230854,2.6941275235822975,Female,Yes,Sat,Dinner,2
35.602863383006685,1.8462077380398874,Male,Yes,Sun,Dinner,10
11.097198202605993,4.821707026817054,Male,Yes,Sat,Dinner,2
9.620760870957524,2.0636277507192027,Male,Yes,Fri,Lunch,2
24.690188074253612,4.105896726242332,Female,No,Sat,Dinner,6
21.993249397986443,2.674916201374424,Female,No,Thur,Lunch,4
9.942936627336154,1.33237865570296,Male,No,Sat,Dinner,2
10.073222132296301,1.7011836503099254,Female,No,Sat,Dinner,2
11.859906383220489,1.1031805946640616,Male,No,Sun,Dinner,2
19.212945170624394,2.722748906776045,Male,Yes,Sat,Dinner,2
17.711353479320074,2.721213841701723,Male,Yes,Thur,Lunch,2
20.721254175244052,6.113663658109513,Male,Yes,Sun,Dinner,8
22.25572305834041,4.665354223450128,Male,Yes,Sun,Dinner,6
8.251263195446192,1.2682340336741693,Female,No,Sat,Dinner,1
7.429452438559705,3.012324427339305,Female,No,Sun,Dinner,4
20.826375388419606,5.464898625969297,Female,Yes,Sat,Dinner,4
26.13348656481919,3.1212187400796814,Male,No,Thur,Lunch,5
25.007915736262643,2.7174433399885514,Male,No,Sun,Dinner,2
13.85437619100578,1.8219049918936663,Male,No,Fri,Dinner,4
19.832581636056283,1.688870296387692,Male,No,Sat,Dinner,4
32.13214633076564,1.8859946784928094,Male,No,Fri,Dinner,2
20.094968357846824,5.223928436053161,Male,Yes,Thur,Lunch,2
14.663797082982716,2.7690849477992936,Female,No,Sun,Dinner,4
24.21217905456993,2.460294400378295,Female,Yes,Sat,Dinner,4
5.025955302259163,1.0163668771492025,Female,No,Thur,Lunch,4
32.1822346002188,2.441560115432983,Male,No,Sun,Dinner,2
31.04664849720391,4.243855383293446,Male,No,Sat,Dinner,2
10.39580710738677,2.449138865795536,Male,No,Sun,Dinner,4
37.924545905678954,4.66499459371776,Male,No,Sun,Dinner,4
9.868642372714046,1.568559918268246,Male,No,Sat,Dinner,2
9.086074992804473,1.9458634700302473,Female,No,Thur,Lunch,4
21.255237036572797,3.560189842667891,Female,No,Thur,Lunch,2
41.39204336612761,7.697677796626237,Female,No,Sun,Dinner,4
21.133900555832003,2.926224345198185,Female,No,Fri,Lunch,6
29.45556276024712,4.598090898397404,Female,Yes,Thur,Lunch,4
12.541933327969288,2.654051097095374,Male,No,Sat,Dinner,4
29.225519752850886,3.72389245219177,Female,No,Thur,Lunch,4
9.296236667830795,2.0433775031893684,Male,No,Sat,Dinner,2
5.828467829259052,2.1284405351455367,Male,Yes,Sat,Dinner,4
12.455582013957972,2.9680917073980475,Male,No,Sat,Dinner,6
24.32587549534483,6.15003948939703,Male,Yes,Sun,Dinner,4
50.992926760943696,3.8486644795638867,Female,No,Thur,Lunch,4
24.74610508228965,1.484763528053804,Male,No,Sun,Dinner,2
6.654225387754522,1.7630148048142085,Male,No,Sat,Dinner,4
12.721227636735161,2.063071588162526,Male,No,Sat,Dinner,4
10.419532813741764,4.131843456159968,Female,No,Thur,Lunch,2
17.255313723707395,3.9218165037542683,Male,No,Sun,Dinner,6
24.77770027390255,3.6435051149421622,Male,Yes,Sun,Dinner,4
9.016427160535343,4.4266173225357806,Female,Yes,Fri,Lunch,2
19.213823796852726,3.184048662245097,Female,Yes,Sat,Dinner,4
35.85857227815233,2.7493325021430164,Male,No,Sun,Dinner,4
61.61574320844568,6.631823564993777,Male,No,Sat,Dinner,4
13.867637263093275,1.860432905895424,Female,No,Thur,Lunch,1
49.170142849157536,12.59258405374848,Male,No,Sat,Dinner,4
32.23197723659072,1.4868508320171057,Male,Yes,Sat,Dinner,4
36.151880520261386,2.1917916496855483,Male,Yes,Sun,Dinner,2
28.174521533087137,2.9709559393376543,Male,No,Thur,Lunch,3
19.518443811508288,1.7675267850048353,Male,No,Sun,Dinner,4
32.05267710028224,4.5164521954471635,Male,No,Sat,Dinner,4
8.245760433218111,2.1486812545496994,Female,No,Sun,Dinner,6
22.80457941438669,4.205636022846711,Male,No,Sun,Dinner,4
25.19860080972037,3.440140838732046,Male,No,Sat,Dinner,8
10.62670219359324,3.9314114980663106,Female,Yes,Sun,Dinner,2
16.577563163005532,3.6720431218627896,Male,No,Sat,Dinner,4
24.260650618317054,2.1352367315302985,Male,No,Thur,Lunch,2
14.155373665568751,5.106413752363175,Male,No,Sun,Dinner,6
17.528812563179056,1.8686031900739772,Male,Yes,Thur,Lunch,4
15.14082341429968,2.738433215632384,Female,Yes,Sun,Dinner,3
8.581567441352604,1.9674065529752751,Male,No,Sat,Dinner,4
21.22593413591407,1.136389060551709,Male,No,Thur,Lunch,2
20.718525920660454,2.667335364073131,Female,No,Thur,Lunch,2
12.130045299987897,2.9832970305911433,Female,No,Thur,Lunch,2
12.066901581796794,1.7699318022164823,Female,No,Thur,Lunch,6
9.470058196522162,2.22782974819285,Female,No,Thur,Lunch,4
19.427710906383275,3.487591302691254,Male,Yes,Sun,Dinner,2
48.93426473897812,2.4832009605905787,Male,Yes,Fri,Dinner,4
31.047618271914825,4.8169131135973995,Male,Yes,Fri,Dinner,2
11.510376257600434,4.345336899359779,Male,No,Thur,Lunch,2
35.081026373007795,4.189460283089487,Male,Yes,Sun,Dinner,4
48.98248126299548,3.765837555823388,Male,No,Thur,Lunch,6
44.24301436760261,3.2271454631943555,Male,No,Sun,Dinner,3
15.620807497647018,1.2139195348766694,Female,No,Thur,Lunch,3
8.839072932760917,1.0142032514359025,Male,No,Sat,Dinner,2
8.445564764124892,2.523507510533758,Male,No,Thur,Lunch,2
22.88444962705896,2.2754631549132798,Male,No,Thur,Lunch,2
11.762724426786898,3.080798643545657,Male,No,Sun,Dinner,4
18.305393370711112,5.248841942320517,Female,No,Sat,Dinner,2
25.93976213814492,3.1464235658007667,Male,Yes,Sun,Dinner,2
8.625990481417896,6.07826804777866,Male,Yes,Sun,Dinner,4
56.769206919581904,6.086301614134385,Male,Yes,Fri,Dinner,8
23.848060899076195,3.589584775733987,Male,Yes,Thur,Lunch,4
10.562341677775827,3.0765444765564816,Male,Yes,Sat,Dinner,2
10.952057741649314,3.770004713393186,Male,No,Thur,Lunch,4
7.867428828460545,2.2023817082020525,Male,Yes,Thur,Lunch,4
17.588920456931838,5.193058543933168,Female,Yes,Fri,Dinner,4
22.797688868945247,2.2762340796902443,Male,No,Sun,Dinner,8
12.531069444071353,2.043571012464497,Female,No,Sun,Dinner,6
12.966109451461447,2.7390116330886083,Male,No,Thur,Lunch,4
12.036188715614674,4.919071389954699,Male,Yes,Thur,Lunch,2
28.581847658923827,4.7716617932270236,Male,No,Sun,Dinner,3
18.188470453016052,1.7136783856168254,Male,Yes,Sat,Dinner,4
17.922084441179305,1.3218788477627892,Male,No,Sat,Dinner,4
19.329327508478343,2.002590528504683,Male,Yes,Sun,Dinner,6
27.805421553653012,4.138186004954288,Male,No,Thur,Lunch,2
14.035761861845804,1.4979435767246643,Female,No,Thur,Lunch,4
30.03935694826485,2.5369935208609786,Male,Yes,Sun,Dinner,2
32.61386443803294,7.907815208526094,Male,Yes,Sun,Dinner,2
14.942934965158251,3.3827640765388307,Female,No,Sat,Dinner,3
22.819400773555856,2.6529468516151913,Female,No,Sat,Dinner,2
21.240737955748145,2.656471363834448,Female,Yes,Fri,Dinner,2
16.81591106799828,3.330736934876267,Male,No,Sun,Dinner,2
12.690984901678545,3.5252883766684526,Male,Yes,Sat,Dinner,3
18.110722908897035,2.1021493703271745,Male,No,Sun,Dinner,4
22.480162531747318,2.225265740661487,Male,No,Sat,Dinner,4
9.982363363799236,2.884480916995383,Male,No,Sat,Dinner,4
9.131749644911695,0.7562464490313496,Male,No,Sun,Dinner,4
8.179625792451658,2.6053591543439003,Male,Yes,Fri,Lunch,2
23.45040250154393,4.9014978208803734,Female,No,Sun,Dinner,2
27.50432476517177,3.859297291154829,Male,No,Sun,Dinner,8
29.119855488915366,4.22100042584194,Male,No,Sun,Dinner,4
20.85063068295903,2.102361040314802,Male,Yes,Sat,Dinner,4
30.142070045280565,3.9153529935107407,Male,Yes,Sun,Dinner,3
7.723709506524798,2.7932200338717927,Male,No,Thur,Lunch,4
15.98096179122089,1.1302218808090825,Male,Yes,Fri,Lunch,2
6.557709409438345,4.912044919352499,Male,No,Sat,Dinner,2
7.573886477553598,2.894313222808523,Male,No,Thur,Lunch,4
12.252944099293764,2.2708588892746233,Male,No,Thur,Lunch,2
28.32279943633709,6.921678434686508,Female,No,Sun,Dinner,5
16.656281766138694,3.4737634927958903,Male,No,Sun,Dinner,2
13.626273679034393,3.4513374701084083,Female,Yes,Sun,Dinner,3
32.184503494824106,2.5587404177836186,Male,No,Sat,Dinner,6
8.728468914010854,2.620697043623886,Female,No,Sun,Dinner,2
28.30284080642064,3.103295130241399,Male,No,Thur,Lunch,6
11.569734272584894,3.906890000038576,Male,No,Sat,Dinner,4
44.06438124008963,3.6625799015470633,Male,Yes,Sun,Dinner,2
14.56106186114887,1.5046192236444411,Female,Yes,Sat,Dinner,4
16.700048405406093,3.660672086949953,Male,No,Sun,Dinner,4
16.397120112704357,3.282392389472665,Male,No,Sun,Dinner,2
21.93213380788435,3.9298460515435707,Female,Yes,Fri,Dinner,4
6.882763216625322,1.9942319402276665,Female,Yes,Thur,Lunch,2
23.392893172631254,3.809350120064456,Male,No,Sun,Dinner,4
10.884814294483709,1.238642805192445,Male,No,Sun,Dinner,4
19.47058295338087,2.630462772125296,Female,No,Sun,Dinner,2
14.455092480088734,1.9981859171989755,Female,No,Sat,Dinner,4
11.861051114039912,2.535812429544003,Male,No,Sun,Dinner,8
9.358843962726924,3.843764710010074,Female,Yes,Sat,Dinner,2
13.149440834242647,1.0067268441285595,Male,No,Sat,Dinner,2
28.671582506203325,3.730771045312554,Male,No,Sun,Dinner,8
12.965890029523173,4.051902551315778,Male,Yes,Sat,Dinner,4
11.999568482327563,2.72325347150899,Male,Yes,Sat,Dinner,4
11.211765701689636,0.9389383442919088,Male,No,Sun,Dinner,2
14.58020753771988,1.3609702471414065,Male,Yes,Thur,Lunch,4
13.867669372913026,1.1836681024038191,Male,No,Sun,Dinner,4
15.696057555058855,3.7608877350574645,Female,Yes,Sun,Dinner,2
19.92748224736978,1.665072693365055,Male,No,Sun,Dinner,2
15.161785305451156,1.80374560213067,Male,No,Sat,Dinner,2
15.562851938114457,3.5430994030702205,Female,No,Sun,Dinner,4
17.58440232682901,1.665555983769048,Male,No,Sat,Dinner,6
25.65539082710977,3.0547094766596277,Male,No,Sun,Dinner,4
17.505100961507665,1.9597028103366556,Female,No,Sat,Dinner,2
18.864473657636953,0.8705634229936663,Male,No,Sun,Dinner,4
13.578376039985772,3.355521802002445,Male,No,Sat,Dinner,4
15.65313300752232,1.9331045330286125,Male,No,Sun,Dinner,4
12.50549889818008,2.8177124854929927,Male,No,Sun,Dinner,4
28.680271946550942,6.837377519158495,Male,No,Sat,Dinner,3
15.894255119959192,2.9774570021718465,Female,No,Thur,Lunch,4
26.680151387566465,10.250012900866142,Male,No,Sat,Dinner,4
11.515815064475845,2.6823459134566736,Female,No,Thur,Lunch,2
12.063676367962435,4.361055405169822,Male,No,Sun,Dinner,4
29.898197767206977,3.742774182066062,Female,No,Sun,Dinner,3
51.56196050846759,2.231740250912625,Male,No,Sun,Dinner,6
10.007840998386968,3.9809525361525555,Male,No,Sat,Dinner,2
29.288926393855103,5.8636738957616865,Male,No,Sun,Dinner,5
9.672158112381293,1.0338481014739167,Male,Yes,Sun,Dinner,4
16.521529161343228,1.2984919484944237,Male,Yes,Thur,Lunch,2
19.445548383152214,2.6271765886828264,Female,No,Sat,Dinner,2
33.07208703952659,2.8286842132011634,Male,No,Sun,Dinner,8
28.1873683577007,5.830805831918568,Male,No,Sun,Dinner,10
22.850844592302046,5.051476357928641,Male,No,Thur,Lunch,2
15.445886181415563,3.5759501953303534,Male,No,Sat,Dinner,2
12.82842712283816,4.170373543997989,Female,No,Thur,Dinner,4
2.8105996336954613,1.1852806300077798,Female,Yes,Sat,Dinner,1
11.09210139780085,2.3656223930600087,Male,Yes,Sun,Dinner,2
32.41040125386031,3.9882917812209593,Male,No,Fri,Dinner,2
12.963645725097107,2.866001206253997,Male,Yes,Sat,Dinner,4
13.299429490551015,1.587209931310032,Female,Yes,Fri,Dinner,2
5.902479456577371,1.2847556273904623,Male,Yes,Sat,Dinner,4
15.674293570855086,3.277331939451633,Male,No,Sun,Dinner,2
8.791793584003432,2.5217761831854686,Male,No,Sat,Dinner,2
21.386578559949598,7.656951054331504,Female,No,Thur,Lunch,4
15.67533590614407,2.514947820944314,Male,No,Sun,Dinner,4
14.410907612574864,1.8250343356570062,Male,No,Thur,Lunch,2
41.75427373015456,3.4560697065435253,Female,Yes,Sat,Dinner,3
22.540936946885992,1.5019195970130088,Male,No,Sat,Dinner,2
13.537852843506725,2.45338804367838,Female,No,Sun,Dinner,6
12.08535204135768,3.561368854819546,Male,Yes,Thur,Lunch,2
27.961637182064027,4.939934691860542,Male,No,Sun,Dinner,4
19.32769605883458,2.3374488179373296,Male,Yes,Sun,Dinner,8
22.014635492240032,2.6569937150116205,Male,No,Sat,Dinner,2
67.7284229114085,4.802929081259441,Male,No,Sun,Dinner,12
8.907805607663468,4.100873179991696,Male,Yes,Sat,Dinner,6
15.788350558647618,2.190362603117045,Male,No,Sat,Dinner,6
13.357989688354438,1.8279518295567436,Male,No,Fri,Dinner,2
14.674996083676273,6.103732804404586,Female,Yes,Sat,Dinner,2
9.37348764877774,1.807688319225396,Male,No,Sat,Dinner,3
5.168549806025465,2.129731856490614,Male,Yes,Fri,Lunch,1
30.83091027554062,9.211364833916502,Male,No,Sat,Dinner,8
24.235791404069523,3.5880408181199557,Male,No,Sun,Dinner,4
9.102499484266918,1.4802191189443963,Female,No,Thur,Lunch,2
21.88022928163733,1.597864483301064,Male,No,Sun,Dinner,4
14.838351115952694,3.880495150895413,Male,No,Thur,Lunch,4
27.088811863821533,3.628278012590865,Female,No,Thur,Lunch,8
16.76519819273207,2.6332554413230653,Male,No,Sun,Dinner,8
12.844051218744525,2.596695608693828,Female,Yes,Fri,Lunch,2
28.680325165460502,3.6828025172812264,Female,Yes,Sat,Dinner,4
42.241534359926604,3.2640652031745847,Male,No,Sun,Dinner,4
23.7752100427596,3.683284900498162,Male,Yes,Sat,Dinner,8
7.810077210892747,1.3488240654947026,Female,Yes,Sat,Dinner,4
15.0236054135417,3.9278558955722094,Female,No,Thur,Lunch,8
9.498676228514,1.733623922136905,Male,No,Sun,Dinner,4
14.259170958983631,1.2220490076008543,Female,Yes,Thur,Lunch,4
22.582581880055194,3.772146875090172,Male,No,Sat,Dinner,3
17.07438637546934,0.9457229999640799,Male,Yes,Sat,Dinner,2
17.371657067818745,4.610384468933523,Female,No,Sun,Dinner,8
12.825232480613241,2.7184897352078816,Female,No,Thur,Lunch,4
10.167064792304227,2.9675260160827976,Female,No,Thur,Lunch,2
17.06060767054082,3.186255829724618,Male,No,Sat,Dinner,6
21.963563066457898,2.677464763850379,Male,No,Sat,Dinner,3
21.284124593130073,3.9694389306108704,Male,Yes,Thur,Lunch,3
9.764533406760542,1.2623350263656874,Female,Yes,Sat,Dinner,2
23.67520292602612,3.147027711142323,Male,No,Thur,Lunch,4
14.907350416278039,3.0824055848887055,Female,Yes,Thur,Lunch,6
12.119803258787572,2.6206611785234633,Male,No,Sat,Dinner,3
10.233899828361155,1.3779921536989623,Male,Yes,Fri,Dinner,2
6.00291728861599,0.8871559223424031,Male,No,Sun,Dinner,2
22.627076610411287,3.1839262646827944,Male,No,Sun,Dinner,4
13.538466836381746,2.777762448313866,Female,No,Sun,Dinner,2
29.71474770628111,6.477783645186818,Male,No,Sun,Dinner,8
10.77564842397712,2.75574515221319,Male,No,Sat,Dinner,4
14.253337665737726,2.8752762451014013,Female,Yes,Fri,Lunch,4
3.193263112314503,1.4906548751417275,Female,Yes,Sat,Dinner,2
25.779449426209627,3.3072814070633325,Female,No,Sat,Dinner,2
15.912354486696408,3.965508346204607,Female,Yes,Sun,Dinner,2
18.05401738684474,1.2026536922750366,Male,No,Sun,Dinner,4
7.481947933495051,2.245839134480002,Female,No,Thur,Lunch,4
58.00947742222006,1.9923458129544551,Male,Yes,Sat,Dinner,4
7.6148602772833724,1.5520173851726726,Male,Yes,Sun,Dinner,2
35.45624528557925,2.6453820395811225,Male,No,Sun,Dinner,8
30.616004652385943,6.813001733997358,Female,No,Thur,Lunch,12
12.236487522682035,2.7090392180470544,Male,No,Sat,Dinner,6
37.08000522814816,2.503385210440587,Male,No,Sat,Dinner,6
13.213083912750657,2.8477448996377572,Female,No,Thur,Lunch,4
11.03815447868984,3.2941657079943254,Female,No,Thur,Lunch,4
12.359432396244342,8.51887409658915,Male,Yes,Sun,Dinner,4
21.007595317651322,4.961375269662205,Female,No,Thur,Lunch,6
11.739912469165628,1.3412094919080244,Male,No,Thur,Lunch,3
12.761077022483008,4.74859368785501,Male,Yes,Thur,Lunch,4
11.9648091372902,1.331914729464811,Male,No,Sat,Dinner,2
12.995586917863822,5.7339729265401225,Male,Yes,Thur,Lunch,8
8.27080005298638,1.6817458998783348,Male,No,Sat,Dinner,6
12.081384528274013,3.4314946199902874,Male,Yes,Sun,Dinner,4
11.584589753704293,1.0524368562635096,Female,No,Thur,Lunch,2
27.923842353588327,2.8873808870861453,Female,Yes,Sat,Dinner,2
20.65143297103789,2.5641989950715596,Male,No,Sat,Dinner,2
40.20733571501427,2.4878764307910184,Male,No,Thur,Lunch,4
7.393500973149862,1.9927274365789027,Female,No,Thur,Lunch,2
11.331422659382646,1.1921497066928657,Male,No,Sun,Dinner,2
11.197618021157032,1.182414427804231,Male,No,Sun,Dinner,2
13.366723404986821,4.537027097120096,Male,No,Sat,Dinner,4
25.89353221402463,5.583336420431784,Male,No,Sun,Dinner,2
33.303828560320696,4.3505853243516635,Male,No,Sat,Dinner,8
12.122303858344695,1.088609929762433,Male,No,Sat,Dinner,4
9.233546724742393,2.2851300142924758,Male,Yes,Sat,Dinner,4
7.720785197902882,0.9119827745149643,Male,No,Thur,Lunch,2
56.53025088814623,2.3316703650346255,Male,Yes,Sat,Dinner,8
39.19801223769556,4.386155473071432,Female,Yes,Sat,Dinner,8
10.572405332390632,1.6884261646157452,Male,No,Sun,Dinner,2
14.724182631397694,3.4746882086460347,Female,Yes,Sat,Dinner,2
8.075057784083953,1.7073823191485848,Male,No,Thur,Lunch,2
25.03732083184873,4.107857141713904,Male,Yes,Fri,Dinner,2
20.526296969129117,4.632120463667897,Male,Yes,Sat,Dinner,4
12.680047109694387,1.1284701389909992,Female,No,Sun,Dinner,6
10.3498691788392,2.8715316070082317,Male,No,Sat,Dinner,6
15.247983498319865,2.3588843115334424,Female,No,Thur,Lunch,4
5.612412665961778,3.564480824035431,Male,Yes,Sun,Dinner,4
9.236211990586071,1.4496084570157273,Male,No,Thur,Lunch,4
7.073559568867749,1.9293567149349713,Male,Yes,Thur,Lunch,2
19.270310610001122,1.6223785483269373,Male,No,Thur,Lunch,4
45.900388262488846,5.155783045649622,Male,Yes,Thur,Lunch,4
18.637422281506066,3.1112144641401085,Female,No,Sun,Dinner,3
38.81496612490016,8.835082216136708,Male,No,Sat,Dinner,3
36.27903982062081,7.485909224409,Male,No,Sun,Dinner,8
24.00376219901626,1.3588227154081185,Male,No,Sat,Dinner,4
8.294457031762017,2.647932720290718,Male,No,Thur,Lunch,4
37.764277207072396,5.18790555290194,Male,Yes,Thur,Lunch,4
11.3572769689265,3.0422279323980166,Male,No,Sun,Dinner,4
17.719173807633055,4.676913276183368,Female,Yes,Thur,Lunch,3
17.537993268739584,1.3352275488810355,Male,No,Sat,Dinner,4
11.435712138116154,1.7622482876262344,Male,No,Sun,Dinner,4
18.318725800725392,3.264047509110646,Male,No,Sun,Dinner,4
24.93645900517906,3.367714110666022,Female,No,Sat,Dinner,4
18.54250242651675,3.7796497197334795,Female,Yes,Sun,Dinner,3
13.806248104737762,1.515554735752234,Female,Yes,Sat,Dinner,2
6.3107666048880136,2.031414468134819,Male,No,Thur,Lunch,2
10.556823102616896,2.4121704172022005,Male,Yes,Sun,Dinner,4
31.31998334236656,4.139387731376098,Male,Yes,Sat,Dinner,3
15.937992955761393,2.365185438460096,Male,No,Sun,Dinner,4
15.841094011819486,2.29803583796366,Male,No,Sat,Dinner,6
58.99998678512907,2.167310639572709,Male,Yes,Sun,Dinner,3
14.136451276025994,0.9185297278672276,Male,No,Thur,Lunch,2
15.943990603053669,2.740413624719394,Male,Yes,Fri,Lunch,2
33.58960657211432,1.9634666677520072,Male,Yes,Sat,Dinner,6
12.159475235459437,1.2619381186508773,Female,No,Thur,Lunch,2
34.468904818812035,8.30017958073432,Male,Yes,Sun,Dinner,2
8.288637912468612,2.6062827779407653,Female,No,Thur,Lunch,2
13.209628887263065,2.820101199391533,Male,Yes,Sat,Dinner,4
16.635876040518717,1.8622792765237346,Male,No,Sat,Dinner,3
29.326048387464734,4.032010843695469,Male,Yes,Sat,Dinner,8
15.601128342134302,1.234501036034324,Female,Yes,Sat,Dinner,2
15.905737726125901,1.2998935329617256,Female,Yes,Sat,Dinner,2
26.69902526379141,4.119091000547612,Female,Yes,Sat,Dinner,4
26.483906598430003,5.019809978579363,Male,No,Sun,Dinner,3
17.464112285180875,5.104683622260765,Male,No,Sun,Dinner,4
7.093388768452487,1.2365918814805412,Male,Yes,Fri,Lunch,1
23.93499391968893,6.051281831683331,Female,Yes,Thur,Lunch,2
54.35196326816479,3.0048494555947243,Male,Yes,Sun,Dinner,4
14.83246224106986,3.54409207589757,Female,Yes,Fri,Lunch,2
33.89469988816222,6.089247987892838,Female,No,Thur,Lunch,6
17.98776001841533,1.9487383454716478,Male,No,Fri,Dinner,2
35.42362101326785,5.304220499981231,Male,Yes,Sun,Dinner,8
18.95044520100251,2.4539646751875326,Male,No,Sat,Dinner,8
7.810191035926341,0.8873405338809952,Male,No,Thur,Lunch,2
15.846091648485734,2.870045082976563,Male,No,Sat,Dinner,3
22.233566866060706,2.1401575252838354,Male,No,Sat,Dinner,2
23.86288292484887,3.242945822348655,Female,Yes,Thur,Lunch,3
9.406445155040752,1.3746781672723627,Female,No,Thur,Lunch,3
12.222894446190951,2.6809735450927983,Female,Yes,Sun,Dinner,4
13.031785357073469,6.144797529700601,Male,No,Sun,Dinner,4
26.81610334535569,3.885919567406437,Female,Yes,Sun,Dinner,6
23.680628816584484,2.6445313894807496,Male,Yes,Fri,Dinner,2
24.242054945503842,1.984955720057543,Male,No,Thur,Lunch,3
7.239737246456066,1.7666228448663033,Male,No,Sat,Dinner,4
21.439186991441673,1.7888666901288088,Male,Yes,Sat,Dinner,2
10.741033602524592,1.6171369452659998,Female,Yes,Sat,Dinner,4
19.392022306733676,3.308630584386913,Female,Yes,Sun,Dinner,3
27.01353052620497,3.9373721735446647,Male,No,Sun,Dinner,2
7.966153624490938,2.226536072941048,Female,No,Sun,Dinner,6
18.108401938113506,2.7202835103275134,Male,No,Sun,Dinner,2
9.210823931373456,0.8409809241035267,Female,No,Thur,Lunch,4
19.576484084664624,4.227952459168794,Male,Yes,Thur,Lunch,4
25.010236172466584,3.247916805710544,Male,No,Sat,Dinner,3
15.667986428453053,2.960249920623569,Female,No,Sat,Dinner,2
37.103904977425735,3.978248719318747,Female,Yes,Sat,Dinner,2
29.79848391357952,1.5984428624559883,Male,Yes,Sun,Dinner,2
24.262954296496993,3.6356317528015785,Male,No,Sun,Dinner,3
20.85540621813031,3.062296541545358,Male,No,Sun,Dinner,5
14.258710605391466,5.006222258178877,Male,No,Sat,Dinner,3
9.937236041018789,2.9425908967185634,Male,No,Thur,Lunch,2
13.81322467370744,2.4626496714434594,Female,No,Sun,Dinner,6
30.98503115059758,2.0642613065059026,Male,No,Sun,Dinner,3
17.92363635050328,3.84207201177671,Male,No,Sun,Dinner,6
16.914037876370386,3.6624650367722418,Male,No,Sun,Dinner,3
16.3812053580788,1.8620869262653261,Female,Yes,Thur,Lunch,6
8.477083821079377,2.278398945264968,Male,No,Sat,Dinner,2
15.705172163594108,4.8220773701858555,Male,No,Sat,Dinner,3
33.30073365898589,6.924762772809481,Female,No,Sun,Dinner,8
21.61651672455478,2.47549032151112,Male,No,Sun,Dinner,6
38.68100721397597,3.9593416742582397,Female,No,Thur,Lunch,8
23.412261536176185,4.424960570850923,Male,Yes,Sat,Dinner,8
3.630684400268369,2.8641881796906357,Male,Yes,Sun,Dinner,4
68.71292462524931,8.669336374860215,Male,Yes,Sat,Dinner,6
8.434348996452059,2.6299089078253948,Female,Yes,Thur,Lunch,2
8.409678019996134,0.727239109403329,Male,No,Sat,Dinner,2
11.89566861315865,2.5134288693787843,Male,Yes,Sun,Dinner,3
9.58915965856615,6.6485859492751285,Male,Yes,Sun,Dinner,4
54.22652195560214,3.563402265315622,Female,Yes,Thur,Lunch,4
25.66755973765438,5.580222594647683,Male,Yes,Sat,Dinner,8
18.410140849456273,4.35031354902104,Male,No,Sun,Dinner,2
43.0084108510986,2.633717352322992,Male,Yes,Fri,Dinner,4
10.296049344333515,3.1779342649896387,Male,Yes,Thur,Lunch,4
38.00129637979575,3.1335603996963597,Male,No,Sun,Dinner,4
14.40853350760952,2.5381811579075646,Female,Yes,Sat,Dinner,2
13.386187623455637,2.37386960120934,Female,No,Thur,Lunch,2
14.076527461919497,4.602169942870193,Female,Yes,Fri,Lunch,4
24.29834658297696,2.244189930792714,Male,No,Sun,Dinner,4
6.583523668359703,1.4972701009740317,Female,Yes,Fri,Dinner,2
21.049898372753695,2.544037500517618,Male,No,Sat,Dinner,6
39.584183607566935,4.239162212112944,Male,Yes,Sat,Dinner,6
15.155055411009814,1.4644638635532403,Male,No,Sat,Dinner,3
10.500398478255047,2.446142697346878,Male,Yes,Sat,Dinner,2
39.58855878182578,3.9539357923627674,Male,Yes,Sun,Dinner,6
18.872173277511298,5.37965849476429,Female,No,Sat,Dinner,6
30.850310601332836,1.9391482449067106,Male,Yes,Sun,Dinner,4
5.482883698565266,3.1509687774004327,Male,Yes,Sun,Dinner,4
